Vegetable,Year,Month,MonthNum,Date,Price,Annual_Price
Mustasa,2019,February,2,2/1/2019,33.19,38.33
Mustasa,2019,March,3,3/1/2019,31.81,38.33
Mustasa,2019,April,4,4/1/2019,28.45,38.33
Mustasa,2019,May,5,5/1/2019,31.02,38.33
Mustasa,2019,June,6,6/1/2019,35.91,38.33
Mustasa,2019,July,7,7/1/2019,41.59,38.33
Mustasa,2019,August,8,8/1/2019,45.44,38.33
Mustasa,2019,September,9,9/1/2019,48.06,38.33
Mustasa,2019,October,10,10/1/2019,43.1,38.33
Mustasa,2019,November,11,11/1/2019,38.33,38.33
Mustasa,2019,December,12,12/1/2019,35.96,38.33
Mustasa,2020,January,1,1/1/2020,41.66,41.08
Mustasa,2020,February,2,2/1/2020,36.85,41.08
Mustasa,2020,March,3,3/1/2020,34.07,41.08
Mustasa,2020,April,4,4/1/2020,31.98,41.08
Mustasa,2020,May,5,5/1/2020,34.5,41.08
Mustasa,2020,June,6,6/1/2020,38.25,41.08
Mustasa,2020,July,7,7/1/2020,44.91,41.08
Mustasa,2020,August,8,8/1/2020,48.14,41.08
Mustasa,2020,September,9,9/1/2020,51.09,41.08
Mustasa,2020,October,10,10/1/2020,46.12,41.08
Mustasa,2020,November,11,11/1/2020,41.33,41.08
Mustasa,2020,December,12,12/1/2020,38.01,41.08
Mustasa,2021,January,1,1/1/2021,44.2,44.49
Mustasa,2021,February,2,2/1/2021,39.52,44.49
Mustasa,2021,March,3,3/1/2021,37.1,44.49
Mustasa,2021,April,4,4/1/2021,34.05,44.49
Mustasa,2021,May,5,5/1/2021,37.47,44.49
Mustasa,2021,June,6,6/1/2021,41.88,44.49
Mustasa,2021,July,7,7/1/2021,47.01,44.49
Mustasa,2021,August,8,8/1/2021,51.55,44.49
Mustasa,2021,September,9,9/1/2021,54.02,44.49
Mustasa,2021,October,10,10/1/2021,49.33,44.49
Mustasa,2021,November,11,11/1/2021,44.89,44.49
Mustasa,2021,December,12,12/1/2021,41.9,44.49
Mustasa,2022,January,1,1/1/2022,47.34,47.85
Mustasa,2022,February,2,2/1/2022,42.11,47.85
Mustasa,2022,March,3,3/1/2022,40.58,47.85
Mustasa,2022,April,4,4/1/2022,37.6,47.85
Mustasa,2022,May,5,5/1/2022,40.71,47.85
Mustasa,2022,June,6,6/1/2022,44.69,47.85
Mustasa,2022,July,7,7/1/2022,50.15,47.85
Mustasa,2022,August,8,8/1/2022,54.38,47.85
Mustasa,2022,September,9,9/1/2022,57.06,47.85
Mustasa,2022,October,10,10/1/2022,52.88,47.85
Mustasa,2022,November,11,11/1/2022,47.41,47.85
Mustasa,2022,December,12,12/1/2022,44.23,47.85
Mustasa,2023,January,1,1/1/2023,50.81,50.85
Mustasa,2023,February,2,2/1/2023,45.16,50.85
Mustasa,2023,March,3,3/1/2023,43.08,50.85
Mustasa,2023,April,4,4/1/2023,40.94,50.85
Mustasa,2023,May,5,5/1/2023,43.66,50.85
Mustasa,2023,June,6,6/1/2023,47.93,50.85
Mustasa,2023,July,7,7/1/2023,53.19,50.85
Mustasa,2023,August,8,8/1/2023,57.07,50.85
Mustasa,2023,September,9,9/1/2023,60.84,50.85
Mustasa,2023,October,10,10/1/2023,55.45,50.85
Mustasa,2023,November,11,11/1/2023,50.05,50.85
Mustasa,2023,December,12,12/1/2023,47.97,50.85
Mustasa,2024,January,1,1/1/2024,53.07,54.32
Mustasa,2024,February,2,2/1/2024,48.91,54.32
Mustasa,2024,March,3,3/1/2024,46.55,54.32
Mustasa,2024,April,4,4/1/2024,43.04,54.32
Mustasa,2024,May,5,5/1/2024,46.6,54.32
Mustasa,2024,June,6,6/1/2024,50.29,54.32
Mustasa,2024,July,7,7/1/2024,56.77,54.32
Mustasa,2024,August,8,8/1/2024,60.18,54.32
Mustasa,2024,September,9,9/1/2024,63.85,54.32
Mustasa,2024,October,10,10/1/2024,58.06,54.32
Mustasa,2024,November,11,11/1/2024,53.94,54.32
Mustasa,2024,December,12,12/1/2024,50.51,54.32
Okra,2018,January,1,1/1/2018,35.84,37.0
Okra,2018,February,2,2/1/2018,30.91,37.0
Okra,2018,March,3,3/1/2018,28.25,37.0
Okra,2018,April,4,4/1/2018,25.17,37.0
Okra,2018,May,5,5/1/2018,30.05,37.0
Okra,2018,June,6,6/1/2018,35.66,37.0
Okra,2018,July,7,7/1/2018,40.19,37.0
Okra,2018,August,8,8/1/2018,45.83,37.0
Okra,2018,September,9,9/1/2018,50.22,37.0
Okra,2018,October,10,10/1/2018,45.71,37.0
Okra,2018,November,11,11/1/2018,40.14,37.0
Okra,2018,December,12,12/1/2018,35.98,37.0
Okra,2019,January,1,1/1/2019,40.95,42.06
Okra,2019,February,2,2/1/2019,35.78,42.06
Okra,2019,March,3,3/1/2019,33.19,42.06
Okra,2019,April,4,4/1/2019,30.25,42.06
Okra,2019,May,5,5/1/2019,35.87,42.06
Okra,2019,June,6,6/1/2019,40.11,42.06
Okra,2019,July,7,7/1/2019,45.92,42.06
Okra,2019,August,8,8/1/2019,50.36,42.06
Okra,2019,September,9,9/1/2019,55.18,42.06
Okra,2019,October,10,10/1/2019,50.05,42.06
Okra,2019,November,11,11/1/2019,45.93,42.06
Okra,2019,December,12,12/1/2019,40.17,42.06
Okra,2020,January,1,1/1/2020,45.18,47.22
Okra,2020,February,2,2/1/2020,40.25,47.22
Okra,2020,March,3,3/1/2020,38.07,47.22
Okra,2020,April,4,4/1/2020,35.99,47.22
Okra,2020,May,5,5/1/2020,40.16,47.22
Okra,2020,June,6,6/1/2020,45.03,47.22
Okra,2020,July,7,7/1/2020,50.2,47.22
Okra,2020,August,8,8/1/2020,55.87,47.22
Okra,2020,September,9,9/1/2020,60.15,47.22
Okra,2020,October,10,10/1/2020,55.9,47.22
Okra,2020,November,11,11/1/2020,50.12,47.22
Okra,2020,December,12,12/1/2020,45.74,47.22
Okra,2021,January,1,1/1/2021,50.36,51.96
Okra,2021,February,2,2/1/2021,45.11,51.96
Okra,2021,March,3,3/1/2021,43.88,51.96
Okra,2021,April,4,4/1/2021,40.05,51.96
Okra,2021,May,5,5/1/2021,45.92,51.96
Okra,2021,June,6,6/1/2021,50.18,51.96
Okra,2021,July,7,7/1/2021,55.87,51.96
Okra,2021,August,8,8/1/2021,60.29,51.96
Okra,2021,September,9,9/1/2021,65.41,51.96
Okra,2021,October,10,10/1/2021,60.1,51.96
Okra,2021,November,11,11/1/2021,55.09,51.96
Okra,2021,December,12,12/1/2021,50.24,51.96
Okra,2022,January,1,1/1/2022,55.07,57.42
Okra,2022,February,2,2/1/2022,50.88,57.42
Okra,2022,March,3,3/1/2022,48.05,57.42
Okra,2022,April,4,4/1/2022,45.22,57.42
Okra,2022,May,5,5/1/2022,50.19,57.42
Okra,2022,June,6,6/1/2022,55.91,57.42
Okra,2022,July,7,7/1/2022,60.83,57.42
Okra,2022,August,8,8/1/2022,65.05,57.42
Okra,2022,September,9,9/1/2022,70.14,57.42
Okra,2022,October,10,10/1/2022,65.77,57.42
Okra,2022,November,11,11/1/2022,60.1,57.42
Okra,2022,December,12,12/1/2022,55.88,57.42
Okra,2023,January,1,1/1/2023,60.1,62.35
Okra,2023,February,2,2/1/2023,55.99,62.35
Okra,2023,March,3,3/1/2023,53.07,62.35
Okra,2023,April,4,4/1/2023,50.88,62.35
Okra,2023,May,5,5/1/2023,55.11,62.35
Okra,2023,June,6,6/1/2023,60.9,62.35
Okra,2023,July,7,7/1/2023,65.05,62.35
Okra,2023,August,8,8/1/2023,70.12,62.35
Okra,2023,September,9,9/1/2023,75.89,62.35
Okra,2023,October,10,10/1/2023,70.04,62.35
Okra,2023,November,11,11/1/2023,65.17,62.35
Okra,2023,December,12,12/1/2023,60.88,62.35
Okra,2024,January,1,1/1/2024,65.17,67.65
Okra,2024,February,2,2/1/2024,60.1,67.65
Okra,2024,March,3,3/1/2024,58.05,67.65
Okra,2024,April,4,4/1/2024,55.99,67.65
Okra,2024,May,5,5/1/2024,60.15,67.65
Okra,2024,June,6,6/1/2024,65.99,67.65
Okra,2024,July,7,7/1/2024,70.04,67.65
Okra,2024,August,8,8/1/2024,75.11,67.65
Okra,2024,September,9,9/1/2024,80.05,67.65
Okra,2024,October,10,10/1/2024,75.88,67.65
Okra,2024,November,11,11/1/2024,70.09,67.65
Okra,2024,December,12,12/1/2024,65.14,67.65
Pak choi,2018,January,1,1/1/2018,63.01,64.95
Pak choi,2018,February,2,2/1/2018,61.24,64.95
Pak choi,2018,March,3,3/1/2018,58.19,64.95
Pak choi,2018,April,4,4/1/2018,54.46,64.95
Pak choi,2018,May,5,5/1/2018,57.26,64.95
Pak choi,2018,June,6,6/1/2018,64.38,64.95
Pak choi,2018,July,7,7/1/2018,64.17,64.95
Pak choi,2018,August,8,8/1/2018,66.97,64.95
Pak choi,2018,September,9,9/1/2018,75.29,64.95
Pak choi,2018,October,10,10/1/2018,75.7,64.95
Pak choi,2018,November,11,11/1/2018,68.9,64.95
Pak choi,2018,December,12,12/1/2018,69.87,64.95
Pak choi,2019,January,1,1/1/2019,64.89,67.98
Pak choi,2019,February,2,2/1/2019,66.41,67.98
Pak choi,2019,March,3,3/1/2019,66.79,67.98
Pak choi,2019,April,4,4/1/2019,67.56,67.98
Pak choi,2019,May,5,5/1/2019,71.54,67.98
Pak choi,2019,June,6,6/1/2019,74.99,67.98
Pak choi,2019,July,7,7/1/2019,65.12,67.98
Pak choi,2019,August,8,8/1/2019,67.66,67.98
Pak choi,2019,September,9,9/1/2019,66.87,67.98
Pak choi,2019,October,10,10/1/2019,72.64,67.98
Pak choi,2019,November,11,11/1/2019,66.81,67.98
Pak choi,2019,December,12,12/1/2019,64.47,67.98
Pak choi,2020,January,1,1/1/2020,59.15,62.33
Pak choi,2020,February,2,2/1/2020,58.11,62.33
Pak choi,2020,March,3,3/1/2020,62.38,62.33
Pak choi,2020,April,4,4/1/2020,68.97,62.33
Pak choi,2020,May,5,5/1/2020,68.59,62.33
Pak choi,2020,June,6,6/1/2020,64.06,62.33
Pak choi,2020,July,7,7/1/2020,58.43,62.33
Pak choi,2020,August,8,8/1/2020,52.69,62.33
Pak choi,2020,September,9,9/1/2020,54.25,62.33
Pak choi,2020,October,10,10/1/2020,56.75,62.33
Pak choi,2020,November,11,11/1/2020,66.56,62.33
Pak choi,2020,December,12,12/1/2020,78.05,62.33
Pak choi,2021,January,1,1/1/2021,83.45,66.62
Pak choi,2021,February,2,2/1/2021,76.42,66.62
Pak choi,2021,March,3,3/1/2021,67.26,66.62
Pak choi,2021,April,4,4/1/2021,57.52,66.62
Pak choi,2021,May,5,5/1/2021,57.43,66.62
Pak choi,2021,June,6,6/1/2021,52.86,66.62
Pak choi,2021,July,7,7/1/2021,57.32,66.62
Pak choi,2021,August,8,8/1/2021,67.39,66.62
Pak choi,2021,September,9,9/1/2021,78.65,66.62
Pak choi,2021,October,10,10/1/2021,68.76,66.62
Pak choi,2021,November,11,11/1/2021,65.73,66.62
Pak choi,2021,December,12,12/1/2021,66.59,66.62
Pak choi,2022,January,1,1/1/2022,71.95,67.19
Pak choi,2022,February,2,2/1/2022,66.95,67.19
Pak choi,2022,March,3,3/1/2022,62.69,67.19
Pak choi,2022,April,4,4/1/2022,59.43,67.19
Pak choi,2022,May,5,5/1/2022,65.65,67.19
Pak choi,2022,June,6,6/1/2022,66.41,67.19
Pak choi,2022,July,7,7/1/2022,66.21,67.19
Pak choi,2022,August,8,8/1/2022,63.66,67.19
Pak choi,2022,September,9,9/1/2022,64.18,67.19
Pak choi,2022,October,10,10/1/2022,67.1,67.19
Pak choi,2022,November,11,11/1/2022,72.13,67.19
Pak choi,2022,December,12,12/1/2022,79.89,67.19
Pak choi,2023,January,1,1/1/2023,77.31,76.33
Pak choi,2023,February,2,2/1/2023,74.86,76.33
Pak choi,2023,March,3,3/1/2023,70.93,76.33
Pak choi,2023,April,4,4/1/2023,68.53,76.33
Pak choi,2023,May,5,5/1/2023,66.8,76.33
Pak choi,2023,June,6,6/1/2023,66.86,76.33
Pak choi,2023,July,7,7/1/2023,75.2,76.33
Pak choi,2023,August,8,8/1/2023,84.26,76.33
Pak choi,2023,September,9,9/1/2023,88.73,76.33
Pak choi,2023,October,10,10/1/2023,89.14,76.33
Pak choi,2023,November,11,11/1/2023,81.23,76.33
Pak choi,2023,December,12,12/1/2023,72.14,76.33
Pak choi,2024,January,1,1/1/2024,68.0,77.77
Pak choi,2024,February,2,2/1/2024,66.29,77.77
Pak choi,2024,March,3,3/1/2024,64.1,77.77
Pak choi,2024,April,4,4/1/2024,64.93,77.77
Pak choi,2024,May,5,5/1/2024,76.62,77.77
Pak choi,2024,June,6,6/1/2024,87.35,77.77
Pak choi,2024,July,7,7/1/2024,86.28,77.77
Pak choi,2024,August,8,8/1/2024,76.95,77.77
Pak choi,2024,September,9,9/1/2024,72.29,77.77
Pak choi,2024,October,10,10/1/2024,80.06,77.77
Pak choi,2024,November,11,11/1/2024,98.64,77.77
Pak choi,2024,December,12,12/1/2024,91.69,77.77
Patola,2018,January,1,1/1/2018,30.55,32.69
Patola,2018,February,2,2/1/2018,25.1,32.69
Patola,2018,March,3,3/1/2018,22.99,32.69
Patola,2018,April,4,4/1/2018,20.08,32.69
Patola,2018,May,5,5/1/2018,25.14,32.69
Patola,2018,June,6,6/1/2018,30.22,32.69
Patola,2018,July,7,7/1/2018,35.91,32.69
Patola,2018,August,8,8/1/2018,40.18,32.69
Patola,2018,September,9,9/1/2018,45.05,32.69
Patola,2018,October,10,10/1/2018,40.25,32.69
Patola,2018,November,11,11/1/2018,35.9,32.69
Patola,2018,December,12,12/1/2018,30.88,32.69
Patola,2019,January,1,1/1/2019,35.66,37.68
Patola,2019,February,2,2/1/2019,30.05,37.68
Patola,2019,March,3,3/1/2019,27.87,37.68
Patola,2019,April,4,4/1/2019,25.19,37.68
Patola,2019,May,5,5/1/2019,30.93,37.68
Patola,2019,June,6,6/1/2019,35.08,37.68
Patola,2019,July,7,7/1/2019,40.16,37.68
Patola,2019,August,8,8/1/2019,45.09,37.68
Patola,2019,September,9,9/1/2019,50.81,37.68
Patola,2019,October,10,10/1/2019,45.22,37.68
Patola,2019,November,11,11/1/2019,40.11,37.68
Patola,2019,December,12,12/1/2019,35.94,37.68
Patola,2020,January,1,1/1/2020,40.17,42.78
Patola,2020,February,2,2/1/2020,35.88,42.78
Patola,2020,March,3,3/1/2020,33.05,42.78
Patola,2020,April,4,4/1/2020,30.12,42.78
Patola,2020,May,5,5/1/2020,35.99,42.78
Patola,2020,June,6,6/1/2020,40.71,42.78
Patola,2020,July,7,7/1/2020,45.14,42.78
Patola,2020,August,8,8/1/2020,50.22,42.78
Patola,2020,September,9,9/1/2020,55.08,42.78
Patola,2020,October,10,10/1/2020,50.93,42.78
Patola,2020,November,11,11/1/2020,45.17,42.78
Patola,2020,December,12,12/1/2020,40.89,42.78
Patola,2021,January,1,1/1/2021,45.19,47.35
Patola,2021,February,2,2/1/2021,40.75,47.35
Patola,2021,March,3,3/1/2021,38.01,47.35
Patola,2021,April,4,4/1/2021,35.15,47.35
Patola,2021,May,5,5/1/2021,40.22,47.35
Patola,2021,June,6,6/1/2021,45.99,47.35
Patola,2021,July,7,7/1/2021,50.05,47.35
Patola,2021,August,8,8/1/2021,55.87,47.35
Patola,2021,September,9,9/1/2021,60.91,47.35
Patola,2021,October,10,10/1/2021,55.04,47.35
Patola,2021,November,11,11/1/2021,50.12,47.35
Patola,2021,December,12,12/1/2021,45.9,47.35
Patola,2022,January,1,1/1/2022,50.11,52.22
Patola,2022,February,2,2/1/2022,45.88,52.22
Patola,2022,March,3,3/1/2022,43.14,52.22
Patola,2022,April,4,4/1/2022,40.09,52.22
Patola,2022,May,5,5/1/2022,45.19,52.22
Patola,2022,June,6,6/1/2022,50.05,52.22
Patola,2022,July,7,7/1/2022,55.99,52.22
Patola,2022,August,8,8/1/2022,60.11,52.22
Patola,2022,September,9,9/1/2022,65.09,52.22
Patola,2022,October,10,10/1/2022,60.88,52.22
Patola,2022,November,11,11/1/2022,55.92,52.22
Patola,2022,December,12,12/1/2022,50.15,52.22
Patola,2023,January,1,1/1/2023,55.03,58.66
Patola,2023,February,2,2/1/2023,50.99,58.66
Patola,2023,March,3,3/1/2023,48.05,58.66
Patola,2023,April,4,4/1/2023,45.11,58.66
Patola,2023,May,5,5/1/2023,50.88,58.66
Patola,2023,June,6,6/1/2023,55.91,58.66
Patola,2023,July,7,7/1/2023,60.03,58.66
Patola,2023,August,8,8/1/2023,65.15,58.66
Patola,2023,September,9,9/1/2023,70.9,58.66
Patola,2023,October,10,10/1/2023,65.88,58.66
Patola,2023,November,11,11/1/2023,60.14,58.66
Patola,2023,December,12,12/1/2023,55.89,58.66
Patola,2024,January,1,1/1/2024,60.91,63.6
Patola,2024,February,2,2/1/2024,55.88,63.6
Patola,2024,March,3,3/1/2024,53.07,63.6
Patola,2024,April,4,4/1/2024,50.12,63.6
Patola,2024,May,5,5/1/2024,55.05,63.6
Patola,2024,June,6,6/1/2024,60.14,63.6
Patola,2024,July,7,7/1/2024,65.92,63.6
Patola,2024,August,8,8/1/2024,70.04,63.6
Patola,2024,September,9,9/1/2024,75.88,63.6
Patola,2024,October,10,10/1/2024,70.91,63.6
Patola,2024,November,11,11/1/2024,65.08,63.6
Patola,2024,December,12,12/1/2024,60.15,63.6
Pechay,2018,January,1,1/1/2018,67.63,65.23
Pechay,2018,February,2,2/1/2018,68.73,65.23
Pechay,2018,March,3,3/1/2018,61.4,65.23
Pechay,2018,April,4,4/1/2018,59.2,65.23
Pechay,2018,May,5,5/1/2018,60.84,65.23
Pechay,2018,June,6,6/1/2018,65.79,65.23
Pechay,2018,July,7,7/1/2018,68.73,65.23
Pechay,2018,August,8,8/1/2018,66.85,65.23
Pechay,2018,September,9,9/1/2018,63.5,65.23
Pechay,2018,October,10,10/1/2018,66.53,65.23
Pechay,2018,November,11,11/1/2018,67.0,65.23
Pechay,2018,December,12,12/1/2018,66.5,65.23
Pechay,2019,January,1,1/1/2019,68.31,66.4
Pechay,2019,February,2,2/1/2019,68.16,66.4
Pechay,2019,March,3,3/1/2019,66.59,66.4
Pechay,2019,April,4,4/1/2019,65.41,66.4
Pechay,2019,May,5,5/1/2019,66.6,66.4
Pechay,2019,June,6,6/1/2019,67.31,66.4
Pechay,2019,July,7,7/1/2019,67.41,66.4
Pechay,2019,August,8,8/1/2019,67.57,66.4
Pechay,2019,September,9,9/1/2019,65.45,66.4
Pechay,2019,October,10,10/1/2019,61.34,66.4
Pechay,2019,November,11,11/1/2019,64.82,66.4
Pechay,2019,December,12,12/1/2019,67.83,66.4
Pechay,2020,January,1,1/1/2020,66.96,68.3
Pechay,2020,February,2,2/1/2020,65.51,68.3
Pechay,2020,March,3,3/1/2020,64.9,68.3
Pechay,2020,April,4,4/1/2020,66.54,68.3
Pechay,2020,May,5,5/1/2020,69.9,68.3
Pechay,2020,June,6,6/1/2020,69.85,68.3
Pechay,2020,July,7,7/1/2020,66.38,68.3
Pechay,2020,August,8,8/1/2020,64.77,68.3
Pechay,2020,September,9,9/1/2020,65.13,68.3
Pechay,2020,October,10,10/1/2020,67.91,68.3
Pechay,2020,November,11,11/1/2020,74.72,68.3
Pechay,2020,December,12,12/1/2020,77.02,68.3
Pechay,2021,January,1,1/1/2021,76.04,72.15
Pechay,2021,February,2,2/1/2021,79.64,72.15
Pechay,2021,March,3,3/1/2021,70.18,72.15
Pechay,2021,April,4,4/1/2021,66.65,72.15
Pechay,2021,May,5,5/1/2021,64.23,72.15
Pechay,2021,June,6,6/1/2021,69.82,72.15
Pechay,2021,July,7,7/1/2021,73.96,72.15
Pechay,2021,August,8,8/1/2021,70.42,72.15
Pechay,2021,September,9,9/1/2021,71.37,72.15
Pechay,2021,October,10,10/1/2021,73.72,72.15
Pechay,2021,November,11,11/1/2021,74.91,72.15
Pechay,2021,December,12,12/1/2021,74.86,72.15
Pechay,2022,January,1,1/1/2022,86.69,82.69
Pechay,2022,February,2,2/1/2022,81.38,82.69
Pechay,2022,March,3,3/1/2022,73.97,82.69
Pechay,2022,April,4,4/1/2022,72.06,82.69
Pechay,2022,May,5,5/1/2022,73.77,82.69
Pechay,2022,June,6,6/1/2022,78.21,82.69
Pechay,2022,July,7,7/1/2022,78.49,82.69
Pechay,2022,August,8,8/1/2022,78.02,82.69
Pechay,2022,September,9,9/1/2022,76.06,82.69
Pechay,2022,October,10,10/1/2022,76.63,82.69
Pechay,2022,November,11,11/1/2022,80.32,82.69
Pechay,2022,December,12,12/1/2022,86.23,82.69
Pechay,2023,January,1,1/1/2023,82.88,85.33
Pechay,2023,February,2,2/1/2023,88.88,85.33
Pechay,2023,March,3,3/1/2023,81.94,85.33
Pechay,2023,April,4,4/1/2023,75.96,85.33
Pechay,2023,May,5,5/1/2023,82.85,85.33
Pechay,2023,June,6,6/1/2023,85.37,85.33
Pechay,2023,July,7,7/1/2023,83.1,85.33
Pechay,2023,August,8,8/1/2023,94.99,85.33
Pechay,2023,September,9,9/1/2023,89.17,85.33
Pechay,2023,October,10,10/1/2023,86.45,85.33
Pechay,2023,November,11,11/1/2023,85.27,85.33
Pechay,2023,December,12,12/1/2023,87.08,85.33
Pechay,2024,January,1,1/1/2024,85.89,93.3
Pechay,2024,February,2,2/1/2024,85.08,93.3
Pechay,2024,March,3,3/1/2024,79.18,93.3
Pechay,2024,April,4,4/1/2024,80.59,93.3
Pechay,2024,May,5,5/1/2024,89.21,93.3
Pechay,2024,June,6,6/1/2024,109.91,93.3
Pechay,2024,July,7,7/1/2024,99.74,93.3
Pechay,2024,August,8,8/1/2024,97.09,93.3
Pechay,2024,September,9,9/1/2024,93.59,93.3
Pechay,2024,October,10,10/1/2024,97.27,93.3
Pechay,2024,November,11,11/1/2024,102.32,93.3
Pechay,2024,December,12,12/1/2024,99.74,93.3
Rice,2018,January,1,1/1/2018,38.04,39.82
Rice,2018,February,2,2/1/2018,39.26,39.82
Rice,2018,March,3,3/1/2018,38.9,39.82
Rice,2018,April,4,4/1/2018,39.5,39.82
Rice,2018,May,5,5/1/2018,39.09,39.82
Rice,2018,June,6,6/1/2018,39.04,39.82
Rice,2018,July,7,7/1/2018,40.71,39.82
Rice,2018,August,8,8/1/2018,41.59,39.82
Rice,2018,September,9,9/1/2018,41.12,39.82
Rice,2018,October,10,10/1/2018,39.16,39.82
Rice,2018,November,11,11/1/2018,39.74,39.82
Rice,2018,December,12,12/1/2018,41.68,39.82
Rice,2019,January,1,1/1/2019,42.13,41.91
Rice,2019,February,2,2/1/2019,41.75,41.91
Rice,2019,March,3,3/1/2019,41.18,41.91
Rice,2019,April,4,4/1/2019,40.88,41.91
Rice,2019,May,5,5/1/2019,42.25,41.91
Rice,2019,June,6,6/1/2019,42.15,41.91
Rice,2019,July,7,7/1/2019,41.49,41.91
Rice,2019,August,8,8/1/2019,42.51,41.91
Rice,2019,September,9,9/1/2019,41.04,41.91
Rice,2019,October,10,10/1/2019,42.25,41.91
Rice,2019,November,11,11/1/2019,43.16,41.91
Rice,2019,December,12,12/1/2019,42.12,41.91
Rice,2020,January,1,1/1/2020,44.32,43.99
Rice,2020,February,2,2/1/2020,41.96,43.99
Rice,2020,March,3,3/1/2020,42.85,43.99
Rice,2020,April,4,4/1/2020,43.89,43.99
Rice,2020,May,5,5/1/2020,43.5,43.99
Rice,2020,June,6,6/1/2020,42.79,43.99
Rice,2020,July,7,7/1/2020,43.32,43.99
Rice,2020,August,8,8/1/2020,43.59,43.99
Rice,2020,September,9,9/1/2020,44.53,43.99
Rice,2020,October,10,10/1/2020,45.97,43.99
Rice,2020,November,11,11/1/2020,45.49,43.99
Rice,2020,December,12,12/1/2020,45.62,43.99
Rice,2021,January,1,1/1/2021,46.31,46.63
Rice,2021,February,2,2/1/2021,45.81,46.63
Rice,2021,March,3,3/1/2021,45.77,46.63
Rice,2021,April,4,4/1/2021,47.28,46.63
Rice,2021,May,5,5/1/2021,46.39,46.63
Rice,2021,June,6,6/1/2021,47.64,46.63
Rice,2021,July,7,7/1/2021,45.88,46.63
Rice,2021,August,8,8/1/2021,45.73,46.63
Rice,2021,September,9,9/1/2021,46.36,46.63
Rice,2021,October,10,10/1/2021,47.88,46.63
Rice,2021,November,11,11/1/2021,47.8,46.63
Rice,2021,December,12,12/1/2021,46.67,46.63
Rice,2022,January,1,1/1/2022,47.39,48.61
Rice,2022,February,2,2/1/2022,47.99,48.61
Rice,2022,March,3,3/1/2022,47.62,48.61
Rice,2022,April,4,4/1/2022,48.45,48.61
Rice,2022,May,5,5/1/2022,48.62,48.61
Rice,2022,June,6,6/1/2022,47.93,48.61
Rice,2022,July,7,7/1/2022,49.49,48.61
Rice,2022,August,8,8/1/2022,48.18,48.61
Rice,2022,September,9,9/1/2022,48.37,48.61
Rice,2022,October,10,10/1/2022,49.14,48.61
Rice,2022,November,11,11/1/2022,49.44,48.61
Rice,2022,December,12,12/1/2022,50.68,48.61
Rice,2023,January,1,1/1/2023,49.11,51.08
Rice,2023,February,2,2/1/2023,50.91,51.08
Rice,2023,March,3,3/1/2023,50.13,51.08
Rice,2023,April,4,4/1/2023,50.15,51.08
Rice,2023,May,5,5/1/2023,50.56,51.08
Rice,2023,June,6,6/1/2023,50.12,51.08
Rice,2023,July,7,7/1/2023,51.49,51.08
Rice,2023,August,8,8/1/2023,51.25,51.08
Rice,2023,September,9,9/1/2023,52.71,51.08
Rice,2023,October,10,10/1/2023,51.09,51.08
Rice,2023,November,11,11/1/2023,52.59,51.08
Rice,2023,December,12,12/1/2023,52.85,51.08
Rice,2024,January,1,1/1/2024,51.63,53.73
Rice,2024,February,2,2/1/2024,52.0,53.73
Rice,2024,March,3,3/1/2024,51.86,53.73
Rice,2024,April,4,4/1/2024,54.59,53.73
Rice,2024,May,5,5/1/2024,52.75,53.73
Rice,2024,June,6,6/1/2024,54.43,53.73
Rice,2024,July,7,7/1/2024,53.82,53.73
Rice,2024,August,8,8/1/2024,54.59,53.73
Rice,2024,September,9,9/1/2024,54.28,53.73
Rice,2024,October,10,10/1/2024,55.31,53.73
Rice,2024,November,11,11/1/2024,54.48,53.73
Rice,2024,December,12,12/1/2024,55.05,53.73
Sayote,2018,January,1,1/1/2018,28.11,27.74
Sayote,2018,February,2,2/1/2018,25.88,27.74
Sayote,2018,March,3,3/1/2018,22.04,27.74
Sayote,2018,April,4,4/1/2018,20.9,27.74
Sayote,2018,May,5,5/1/2018,22.46,27.74
Sayote,2018,June,6,6/1/2018,25.1,27.74
Sayote,2018,July,7,7/1/2018,28.77,27.74
Sayote,2018,August,8,8/1/2018,32.19,27.74
Sayote,2018,September,9,9/1/2018,35.66,27.74
Sayote,2018,October,10,10/1/2018,32.93,27.74
Sayote,2018,November,11,11/1/2018,30.08,27.74
Sayote,2018,December,12,12/1/2018,28.71,27.74
Sayote,2019,January,1,1/1/2019,31.62,31.25
Sayote,2019,February,2,2/1/2019,28.37,31.25
Sayote,2019,March,3,3/1/2019,25.96,31.25
Sayote,2019,April,4,4/1/2019,23.44,31.25
Sayote,2019,May,5,5/1/2019,25.01,31.25
Sayote,2019,June,6,6/1/2019,28.7,31.25
Sayote,2019,July,7,7/1/2019,31.88,31.25
Sayote,2019,August,8,8/1/2019,35.32,31.25
Sayote,2019,September,9,9/1/2019,38.65,31.25
Sayote,2019,October,10,10/1/2019,35.09,31.25
Sayote,2019,November,11,11/1/2019,33.47,31.25
Sayote,2019,December,12,12/1/2019,31.55,31.25
Sayote,2020,January,1,1/1/2020,34.9,33.92
Sayote,2020,February,2,2/1/2020,31.81,33.92
Sayote,2020,March,3,3/1/2020,28.09,33.92
Sayote,2020,April,4,4/1/2020,26.25,33.92
Sayote,2020,May,5,5/1/2020,28.67,33.92
