PHILIPPINES,Year,Month,Price,Annual Price,MonthNum,Date
"OKRA, 1 KG",2022,July,60.83,57.42,7,7/1/2022
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2022,July,160.77,150.95,7,7/1/2022
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2022,July,75.99,73.06,7,7/1/2022
"SAMPALOC (TAMARIND), 1 KG",2022,July,90.11,88.43,7,7/1/2022
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2022,July,60.05,57.27,7,7/1/2022
"PATOLA (SPONGE GOURD), 1 KG",2022,July,55.99,52.22,7,7/1/2022
"PATANI (LIMA BEAN), 1 KG",2022,July,60.04,57.34,7,7/1/2022
"SALUYOT (JUTE MALLOW), 1 KG",2022,July,55.88,52.76,7,7/1/2022
"KADYOS (PIGEON BEAN), 1 KG",2022,July,70.03,69.34,7,7/1/2022
"BATAW (HYACINTH BEAN), 1 KG",2022,July,60.88,58.01,7,7/1/2022
"KAMOTENG KAHOY (CASSAVA), 1 KG",2022,July,55.88,53.85,7,7/1/2022
"GABI (TARRO), 1 KG",2022,July,70.12,68.67,7,7/1/2022
"SILING-TAMBAN (BELL PEPPER), 1 KG",2022,July,90.15,88.61,7,7/1/2022
"PATATAS (POTATO), 1 KG",2022,July,80.99,78.83,7,7/1/2022
"LETTUCE (LITSUGAS), 1 KG",2022,July,100.88,98.01,7,7/1/2022
"GREEN BEANS (BAGUIO BEANS), 1 KG",2022,July,70.12,68.42,7,7/1/2022
"SILING LABUYO (RED CHILI), 1 KG",2022,July,100.12,98.78,7,7/1/2022
"KOLITIS/URAY (AMARANTH), 1 KG",2022,July,60.88,57.87,7,7/1/2022
"TOGUE (BEAN SPROUTS), 1 KG",2022,July,30.15,29.46,7,7/1/2022
"PAKO (FIDDLEHEAD FERN), 1 KG",2022,July,70.03,68.2,7,7/1/2022
"MUSHROOM (OYSTER/FRESH), 1 KG",2022,July,170.92,167.54,7,7/1/2022
"TANGLAD (LEMON GRASS), 1 KG",2022,July,22.11,20.92,7,7/1/2022
"KUTSAY (CHIVES), 1 KG",2022,July,55.05,51.56,7,7/1/2022
"LABONG (BAMBOO SHOOT), 1 KG",2022,July,60.88,58.69,7,7/1/2022
"ARARU (ARROWROOT), 1 KG",2022,July,90.15,88.27,7,7/1/2022
"KAMOTE (SWEET POTATO), 1 KG",2022,July,60.15,57.82,7,7/1/2022
"GABI (TARO), 1 KG",2022,July,65.05,61.35,7,7/1/2022
"UBE (PURPLE YAM), 1 KG",2022,July,70.05,68.02,7,7/1/2022
"SINANDOMENG RICE, 1 KG",2022,July,51.87,51.22,7,7/1/2022
"DINORADO RICE, 1 KG",2022,July,55.54,54.99,7,7/1/2022
"JASMINE RICE, 1 KG",2022,July,55.3,55.69,7,7/1/2022
"MALAGKIT (STICKY RICE), 1 KG",2022,July,58.11,58.36,7,7/1/2022
"MILAGROSA RICE, 1 KG",2022,July,49.49,48.61,7,7/1/2022
"PINAWA (BROWN RICE), 1 KG",2022,July,67.5,66.9,7,7/1/2022
"PULANG BIGAS (RED RICE), 1 KG",2022,July,63.27,63.38,7,7/1/2022
"REPOLYO (CABBAGE), 1 KG",2023,July,96.24,92.47,7,7/1/2023
"KOLIFLOWER (CAULIFLOWER), 1 KG",2023,July,184.28,182.78,7,7/1/2023
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2023,July,39.22,36.15,7,7/1/2023
"ALUGBATI (MALABAR SPINACH), 1 KG",2023,July,54.29,61.09,7,7/1/2023
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2023,July,42.82,43.78,7,7/1/2023
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2023,July,45.64,47.73,7,7/1/2023
"GABI LEAVES (DAHON NG GABI), 1 KG",2023,July,83.98,86.49,7,7/1/2023
"KANGKONG (WATER SPINACH), 1 KG",2023,July,45.1,48.23,7,7/1/2023
"MALUNGGAY (MORINGA), 1 KG",2023,July,58.85,59.13,7,7/1/2023
"BOK CHOY (CHINESE CABBAGE), 1 KG",2023,July,75.2,76.33,7,7/1/2023
"PECHAY (NATIVE), 1 KG",2023,July,83.1,85.33,7,7/1/2023
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2023,July,137.81,142.61,7,7/1/2023
"SILING LABUYO (WILD CHILI), 1 KG",2023,July,330.15,315.56,7,7/1/2023
"SIBUYAS (ONION), 1 KG",2023,July,225.17,220.88,7,7/1/2023
"LABANOS (RADISH), 1 KG",2023,July,55.15,53.43,7,7/1/2023
"SITAW (STRING BEAN), 1 KG",2023,July,65.23,63.06,7,7/1/2023
"AMPALAYA (BITTER GOURD), 1 KG",2023,July,70.08,68.06,7,7/1/2023
"UPO (BOTTLE GOURD), 1 KG",2023,July,60.91,58.88,7,7/1/2023
"TALONG (EGGPLANT), (NATIVE), 1 KG",2023,July,60.77,57.07,7,7/1/2023
"LUYA (GINGER), 1 KG",2023,July,170.52,166.08,7,7/1/2023
"BAWANG (GARLIC), 1 KG",2023,July,260.67,257.02,7,7/1/2023
"KAMATIS (TOMATO), 1 KG",2023,July,85.27,83.63,7,7/1/2023
"KAROT (CARROT), 1 KG",2023,July,83.08,82.14,7,7/1/2023
"BROKOLI (BROCCOLI), 1 KG",2023,July,170.8,168.07,7,7/1/2023
"SINGKAMAS (JICAMA), 1 KG",2023,July,40.91,39.95,7,7/1/2023
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2023,July,170.19,168.03,7,7/1/2023
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2023,July,75.14,72.68,7,7/1/2023
"MUSTASA (MUSTARD LEAVE), 1 KG",2023,July,53.19,50.85,7,7/1/2023
"SAYOTE (CHAYOTE), 1 KG",2023,July,43.89,43.55,7,7/1/2023
"KALABASA (SQUASH), 1 KG",2023,July,40.08,37.25,7,7/1/2023
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2023,July,30.05,28.23,7,7/1/2023
"OKRA, 1 KG",2023,July,65.05,62.35,7,7/1/2023
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2023,July,180.12,172.01,7,7/1/2023
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2023,July,80.11,78.46,7,7/1/2023
"SAMPALOC (TAMARIND), 1 KG",2023,July,95.88,92.43,7,7/1/2023
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2023,July,65.92,62.68,7,7/1/2023
"PATOLA (SPONGE GOURD), 1 KG",2023,July,60.03,58.66,7,7/1/2023
"PATANI (LIMA BEAN), 1 KG",2023,July,65.05,63.11,7,7/1/2023
"SALUYOT (JUTE MALLOW), 1 KG",2023,July,60.1,57.99,7,7/1/2023
"KADYOS (PIGEON BEAN), 1 KG",2023,July,75.14,74.67,7,7/1/2023
"BATAW (HYACINTH BEAN), 1 KG",2023,July,65.92,63.09,7,7/1/2023
"KAMOTENG KAHOY (CASSAVA), 1 KG",2023,July,60.99,58.93,7,7/1/2023
"GABI (TARRO), 1 KG",2023,July,75.14,73.61,7,7/1/2023
"SILING-TAMBAN (BELL PEPPER), 1 KG",2023,July,95.88,93.27,7,7/1/2023
"PATATAS (POTATO), 1 KG",2023,July,85.12,83.85,7,7/1/2023
"LETTUCE (LITSUGAS), 1 KG",2023,July,105.88,103.27,7,7/1/2023
"GREEN BEANS (BAGUIO BEANS), 1 KG",2023,July,75.92,73.85,7,7/1/2023
"SILING LABUYO (RED CHILI), 1 KG",2023,July,105.99,103.02,7,7/1/2023
"KOLITIS/URAY (AMARANTH), 1 KG",2023,July,65.92,62.79,7,7/1/2023
"TOGUE (BEAN SPROUTS), 1 KG",2023,July,33.05,32.67,7,7/1/2023
"PAKO (FIDDLEHEAD FERN), 1 KG",2023,July,75.05,73.71,7,7/1/2023
"MUSHROOM (OYSTER/FRESH), 1 KG",2023,July,180.99,179.19,7,7/1/2023
"TANGLAD (LEMON GRASS), 1 KG",2023,July,25.12,23.94,7,7/1/2023
"KUTSAY (CHIVES), 1 KG",2023,July,60.03,56.68,7,7/1/2023
"LABONG (BAMBOO SHOOT), 1 KG",2023,July,65.92,63.43,7,7/1/2023
"ARARU (ARROWROOT), 1 KG",2023,July,95.14,93.26,7,7/1/2023
"KAMOTE (SWEET POTATO), 1 KG",2023,July,65.92,62.79,7,7/1/2023
"GABI (TARO), 1 KG",2023,July,70.05,66.69,7,7/1/2023
"UBE (PURPLE YAM), 1 KG",2023,July,75.11,73.44,7,7/1/2023
"SINANDOMENG RICE, 1 KG",2023,July,52.24,53.66,7,7/1/2023
"DINORADO RICE, 1 KG",2023,July,58.91,57.6,7,7/1/2023
"JASMINE RICE, 1 KG",2023,July,59.64,58.55,7,7/1/2023
"MALAGKIT (STICKY RICE), 1 KG",2023,July,61.28,61.48,7,7/1/2023
"MILAGROSA RICE, 1 KG",2023,July,51.49,51.08,7,7/1/2023
"PINAWA (BROWN RICE), 1 KG",2023,July,70,70.51,7,7/1/2023
"PULANG BIGAS (RED RICE), 1 KG",2023,July,67.52,66.79,7,7/1/2023
"REPOLYO (CABBAGE), 1 KG",2024,July,92.54,86.37,7,7/1/2024
"KOLIFLOWER (CAULIFLOWER), 1 KG",2024,July,163.21,175.04,7,7/1/2024
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2024,July,35.14,34.58,7,7/1/2024
"ALUGBATI (MALABAR SPINACH), 1 KG",2024,July,65.19,63.99,7,7/1/2024
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2024,July,50.32,49.75,7,7/1/2024
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2024,July,48.04,47.31,7,7/1/2024
"GABI LEAVES (DAHON NG GABI), 1 KG",2024,July,91.43,91.65,7,7/1/2024
"KANGKONG (WATER SPINACH), 1 KG",2024,July,50.89,53.12,7,7/1/2024
"MALUNGGAY (MORINGA), 1 KG",2024,July,56.62,57.32,7,7/1/2024
"BOK CHOY (CHINESE CABBAGE), 1 KG",2024,July,86.28,77.77,7,7/1/2024
"PECHAY (NATIVE), 1 KG",2024,July,99.74,93.3,7,7/1/2024
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2024,July,144.32,140.87,7,7/1/2024
"SILING LABUYO (WILD CHILI), 1 KG",2024,July,355.26,339.14,7,7/1/2024
"SIBUYAS (ONION), 1 KG",2024,July,250.93,243.43,7,7/1/2024
"LABANOS (RADISH), 1 KG",2024,July,60.89,57.59,7,7/1/2024
"SITAW (STRING BEAN), 1 KG",2024,July,70.19,67.29,7,7/1/2024
"AMPALAYA (BITTER GOURD), 1 KG",2024,July,75.9,73.41,7,7/1/2024
"UPO (BOTTLE GOURD), 1 KG",2024,July,65.91,64.31,7,7/1/2024
"TALONG (EGGPLANT), (NATIVE), 1 KG",2024,July,65.9,63.01,7,7/1/2024
"LUYA (GINGER), 1 KG",2024,July,190.15,184.94,7,7/1/2024
"BAWANG (GARLIC), 1 KG",2024,July,280.99,276.77,7,7/1/2024
"KAMATIS (TOMATO), 1 KG",2024,July,95.17,93.24,7,7/1/2024
"KAROT (CARROT), 1 KG",2024,July,88.66,87.2,7,7/1/2024
"BROKOLI (BROCCOLI), 1 KG",2024,July,180.05,178.98,7,7/1/2024
"SINGKAMAS (JICAMA), 1 KG",2024,July,43.19,42.48,7,7/1/2024
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2024,July,180.62,178.99,7,7/1/2024
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2024,July,80.39,77.63,7,7/1/2024
"MUSTASA (MUSTARD LEAVE), 1 KG",2024,July,56.77,54.32,7,7/1/2024
"SAYOTE (CHAYOTE), 1 KG",2024,July,46.5,46.24,7,7/1/2024
"KALABASA (SQUASH), 1 KG",2024,July,43.12,40.78,7,7/1/2024
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2024,July,33.15,30.73,7,7/1/2024
"OKRA, 1 KG",2024,July,70.04,67.65,7,7/1/2024
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2024,July,200.12,195.87,7,7/1/2024
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2024,July,85.05,83.62,7,7/1/2024
"SAMPALOC (TAMARIND), 1 KG",2024,July,100.22,98.08,7,7/1/2024
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2024,July,70.03,68.45,7,7/1/2024
"PATOLA (SPONGE GOURD), 1 KG",2024,July,65.92,63.6,7,7/1/2024
"PATANI (LIMA BEAN), 1 KG",2024,July,70.03,68.39,7,7/1/2024
"SALUYOT (JUTE MALLOW), 1 KG",2024,July,65.99,62.78,7,7/1/2024
"KADYOS (PIGEON BEAN), 1 KG",2024,July,80.11,78.86,7,7/1/2024
"BATAW (HYACINTH BEAN), 1 KG",2024,July,70.11,68.43,7,7/1/2024
"KAMOTENG KAHOY (CASSAVA), 1 KG",2024,July,65.12,64.03,7,7/1/2024
"GABI (TARRO), 1 KG",2024,July,80.99,77.22,7,7/1/2024
"SILING-TAMBAN (BELL PEPPER), 1 KG",2024,July,100.12,97.94,7,7/1/2024
"PATATAS (POTATO), 1 KG",2024,July,90.11,88.61,7,7/1/2024
"LETTUCE (LITSUGAS), 1 KG",2024,July,110.03,108.21,7,7/1/2024
"GREEN BEANS (BAGUIO BEANS), 1 KG",2024,July,80.11,78.77,7,7/1/2024
"SILING LABUYO (RED CHILI), 1 KG",2024,July,110.03,108.26,7,7/1/2024
"KOLITIS/URAY (AMARANTH), 1 KG",2024,July,70.03,67.77,7,7/1/2024
"TOGUE (BEAN SPROUTS), 1 KG",2024,July,35.12,34.33,7,7/1/2024
"PAKO (FIDDLEHEAD FERN), 1 KG",2024,July,80.05,78.62,7,7/1/2024
"MUSHROOM (OYSTER/FRESH), 1 KG",2024,July,190.03,188.94,7,7/1/2024
"TANGLAD (LEMON GRASS), 1 KG",2024,July,28.01,25.88,7,7/1/2024
"KUTSAY (CHIVES), 1 KG",2024,July,65.05,61.53,7,7/1/2024
"LABONG (BAMBOO SHOOT), 1 KG",2024,July,70.14,68.01,7,7/1/2024
"ARARU (ARROWROOT), 1 KG",2024,July,100.99,97.58,7,7/1/2024
"KAMOTE (SWEET POTATO), 1 KG",2024,July,70.12,67.35,7,7/1/2024
"GABI (TARO), 1 KG",2024,July,75.12,71.35,7,7/1/2024
"UBE (PURPLE YAM), 1 KG",2024,July,80.09,78.02,7,7/1/2024
"SINANDOMENG RICE, 1 KG",2024,July,56.9,56.24,7,7/1/2024
"DINORADO RICE, 1 KG",2024,July,61.87,60.36,7,7/1/2024
"JASMINE RICE, 1 KG",2024,July,61.52,61.61,7,7/1/2024
"MALAGKIT (STICKY RICE), 1 KG",2024,July,64.74,64.37,7,7/1/2024
"MILAGROSA RICE, 1 KG",2024,July,53.82,53.73,7,7/1/2024
"PINAWA (BROWN RICE), 1 KG",2024,July,74.1,73.22,7,7/1/2024
"PULANG BIGAS (RED RICE), 1 KG",2024,July,71.08,69.91,7,7/1/2024
"REPOLYO (CABBAGE), 1 KG",2018,August,83.46,80.68,8,8/1/2018
"KOLIFLOWER (CAULIFLOWER), 1 KG",2018,August,110.44,113.63,8,8/1/2018
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2018,August,30.64,28.58,8,8/1/2018
"ALUGBATI (MALABAR SPINACH), 1 KG",2018,August,52.07,51.13,8,8/1/2018
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2018,August,34.82,34.01,8,8/1/2018
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2018,August,32.1,33.83,8,8/1/2018
"GABI LEAVES (DAHON NG GABI), 1 KG",2018,August,73.41,73.26,8,8/1/2018
"KANGKONG (WATER SPINACH), 1 KG",2018,August,33.86,32.25,8,8/1/2018
"MALUNGGAY (MORINGA), 1 KG",2018,August,48.98,50.97,8,8/1/2018
"BOK CHOY (CHINESE CABBAGE), 1 KG",2018,August,66.97,64.95,8,8/1/2018
"PECHAY (NATIVE), 1 KG",2018,August,66.85,65.23,8,8/1/2018
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2018,August,92.25,93.16,8,8/1/2018
"SILING LABUYO (WILD CHILI), 1 KG",2018,August,225.52,192.97,8,8/1/2018
"SIBUYAS (ONION), 1 KG",2018,August,150.33,133.42,8,8/1/2018
"LABANOS (RADISH), 1 KG",2018,August,35.1,28.12,8,8/1/2018
"SITAW (STRING BEAN), 1 KG",2018,August,45.28,38.19,8,8/1/2018
"AMPALAYA (BITTER GOURD), 1 KG",2018,August,50.77,43.56,8,8/1/2018
"UPO (BOTTLE GOURD), 1 KG",2018,August,40.16,33.46,8,8/1/2018
"TALONG (EGGPLANT), (NATIVE), 1 KG",2018,August,40.92,33.44,8,8/1/2018
"LUYA (GINGER), 1 KG",2018,August,120.89,100.53,8,8/1/2018
"BAWANG (GARLIC), 1 KG",2018,August,190.76,176.77,8,8/1/2018
"KAMATIS (TOMATO), 1 KG",2018,August,60.1,48.49,8,8/1/2018
"KAROT (CARROT), 1 KG",2018,August,65.17,55.98,8,8/1/2018
"BROKOLI (BROCCOLI), 1 KG",2018,August,125.46,118.49,8,8/1/2018
"SINGKAMAS (JICAMA), 1 KG",2018,August,30.08,24.55,8,8/1/2018
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2018,August,125.26,118.45,8,8/1/2018
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2018,August,60.11,51.57,8,8/1/2018
"MUSTASA (MUSTARD LEAVE), 1 KG",2018,August,42.11,34.54,8,8/1/2018
"SAYOTE (CHAYOTE), 1 KG",2018,August,32.19,27.74,8,8/1/2018
"KALABASA (SQUASH), 1 KG",2018,August,28.14,22.22,8,8/1/2018
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2018,August,20.81,16.05,8,8/1/2018
"OKRA, 1 KG",2018,August,45.83,37,8,8/1/2018
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2018,August,115.33,93.32,8,8/1/2018
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2018,August,60.33,54.16,8,8/1/2018
"SAMPALOC (TAMARIND), 1 KG",2018,August,75.89,68.46,8,8/1/2018
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2018,August,45.02,37.77,8,8/1/2018
"PATOLA (SPONGE GOURD), 1 KG",2018,August,40.18,32.69,8,8/1/2018
"PATANI (LIMA BEAN), 1 KG",2018,August,45.18,37.47,8,8/1/2018
"SALUYOT (JUTE MALLOW), 1 KG",2018,August,40.22,31.77,8,8/1/2018
"KADYOS (PIGEON BEAN), 1 KG",2018,August,55.99,48.43,8,8/1/2018
"BATAW (HYACINTH BEAN), 1 KG",2018,August,45.12,38.3,8,8/1/2018
"KAMOTENG KAHOY (CASSAVA), 1 KG",2018,August,40.22,33.84,8,8/1/2018
"GABI (TARRO), 1 KG",2018,August,55.08,47.75,8,8/1/2018
"SILING-TAMBAN (BELL PEPPER), 1 KG",2018,August,75.92,70.18,8,8/1/2018
"PATATAS (POTATO), 1 KG",2018,August,65.88,58.72,8,8/1/2018
"LETTUCE (LITSUGAS), 1 KG",2018,August,85.99,79.54,8,8/1/2018
"GREEN BEANS (BAGUIO BEANS), 1 KG",2018,August,55.07,48.77,8,8/1/2018
"SILING LABUYO (RED CHILI), 1 KG",2018,August,85.99,78.28,8,8/1/2018
"KOLITIS/URAY (AMARANTH), 1 KG",2018,August,45.92,37.36,8,8/1/2018
"TOGUE (BEAN SPROUTS), 1 KG",2018,August,23.05,19.43,8,8/1/2018
"PAKO (FIDDLEHEAD FERN), 1 KG",2018,August,55.88,47.44,8,8/1/2018
"MUSHROOM (OYSTER/FRESH), 1 KG",2018,August,140.99,129.28,8,8/1/2018
"TANGLAD (LEMON GRASS), 1 KG",2018,August,15.15,12.76,8,8/1/2018
"KUTSAY (CHIVES), 1 KG",2018,August,40.05,31.77,8,8/1/2018
"LABONG (BAMBOO SHOOT), 1 KG",2018,August,45.15,38.65,8,8/1/2018
"ARARU (ARROWROOT), 1 KG",2018,August,75.03,69.34,8,8/1/2018
"KAMOTE (SWEET POTATO), 1 KG",2018,August,45.92,37.47,8,8/1/2018
"GABI (TARO), 1 KG",2018,August,50.05,41.59,8,8/1/2018
"UBE (PURPLE YAM), 1 KG",2018,August,55.12,48.45,8,8/1/2018
"SINANDOMENG RICE, 1 KG",2018,August,41.63,42,8,8/1/2018
"DINORADO RICE, 1 KG",2018,August,45.18,44.54,8,8/1/2018
"JASMINE RICE, 1 KG",2018,August,45.57,46.22,8,8/1/2018
"MALAGKIT (STICKY RICE), 1 KG",2018,August,47.5,48.24,8,8/1/2018
"MILAGROSA RICE, 1 KG",2018,August,41.59,39.82,8,8/1/2018
"PINAWA (BROWN RICE), 1 KG",2018,August,56.13,55.01,8,8/1/2018
"PULANG BIGAS (RED RICE), 1 KG",2018,August,53.02,52.19,8,8/1/2018
"REPOLYO (CABBAGE), 1 KG",2019,August,72.17,75.67,8,8/1/2019
"KOLIFLOWER (CAULIFLOWER), 1 KG",2019,August,113.77,119.31,8,8/1/2019
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2019,August,29.67,31.66,8,8/1/2019
"ALUGBATI (MALABAR SPINACH), 1 KG",2019,August,50.77,52.65,8,8/1/2019
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2019,August,34.34,34.84,8,8/1/2019
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2019,August,34,34.58,8,8/1/2019
"GABI LEAVES (DAHON NG GABI), 1 KG",2019,August,71.96,70.02,8,8/1/2019
"KANGKONG (WATER SPINACH), 1 KG",2019,August,33.89,33.78,8,8/1/2019
"MALUNGGAY (MORINGA), 1 KG",2019,August,50.97,49.44,8,8/1/2019
"BOK CHOY (CHINESE CABBAGE), 1 KG",2019,August,67.66,67.98,8,8/1/2019
"PECHAY (NATIVE), 1 KG",2019,August,67.57,66.4,8,8/1/2019
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2019,August,99.82,98.98,8,8/1/2019
"SILING LABUYO (WILD CHILI), 1 KG",2019,August,250.71,214.77,8,8/1/2019
"SIBUYAS (ONION), 1 KG",2019,August,165.06,150.39,8,8/1/2019
"LABANOS (RADISH), 1 KG",2019,August,40.85,33.26,8,8/1/2019
"SITAW (STRING BEAN), 1 KG",2019,August,50.19,43.07,8,8/1/2019
"AMPALAYA (BITTER GOURD), 1 KG",2019,August,55.89,48.45,8,8/1/2019
"UPO (BOTTLE GOURD), 1 KG",2019,August,45.76,38.09,8,8/1/2019
"TALONG (EGGPLANT), (NATIVE), 1 KG",2019,August,45.88,38.44,8,8/1/2019
"LUYA (GINGER), 1 KG",2019,August,135.56,110.92,8,8/1/2019
"BAWANG (GARLIC), 1 KG",2019,August,205.11,193.04,8,8/1/2019
"KAMATIS (TOMATO), 1 KG",2019,August,65.8,53.72,8,8/1/2019
"KAROT (CARROT), 1 KG",2019,August,70.51,61.4,8,8/1/2019
"BROKOLI (BROCCOLI), 1 KG",2019,August,135.21,128.91,8,8/1/2019
"SINGKAMAS (JICAMA), 1 KG",2019,August,33.72,27.52,8,8/1/2019
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2019,August,135.07,128.91,8,8/1/2019
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2019,August,63.85,55.7,8,8/1/2019
"MUSTASA (MUSTARD LEAVE), 1 KG",2019,August,45.44,38.33,8,8/1/2019
"SAYOTE (CHAYOTE), 1 KG",2019,August,35.32,31.25,8,8/1/2019
"KALABASA (SQUASH), 1 KG",2019,August,30.05,24.58,8,8/1/2019
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2019,August,23.95,18.16,8,8/1/2019
"OKRA, 1 KG",2019,August,50.36,42.06,8,8/1/2019
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2019,August,130.67,104.28,8,8/1/2019
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2019,August,65.19,59.92,8,8/1/2019
"SAMPALOC (TAMARIND), 1 KG",2019,August,80.6,73.54,8,8/1/2019
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2019,August,50.17,42.51,8,8/1/2019
"PATOLA (SPONGE GOURD), 1 KG",2019,August,45.09,37.68,8,8/1/2019
"PATANI (LIMA BEAN), 1 KG",2019,August,50.24,42.22,8,8/1/2019
"SALUYOT (JUTE MALLOW), 1 KG",2019,August,45.03,36.81,8,8/1/2019
"KADYOS (PIGEON BEAN), 1 KG",2019,August,60.17,53.84,8,8/1/2019
"BATAW (HYACINTH BEAN), 1 KG",2019,August,50.88,43.37,8,8/1/2019
"KAMOTENG KAHOY (CASSAVA), 1 KG",2019,August,45.92,38.87,8,8/1/2019
"GABI (TARRO), 1 KG",2019,August,60.91,53.74,8,8/1/2019
"SILING-TAMBAN (BELL PEPPER), 1 KG",2019,August,80.99,75.44,8,8/1/2019
"PATATAS (POTATO), 1 KG",2019,August,70.88,63.83,8,8/1/2019
"LETTUCE (LITSUGAS), 1 KG",2019,August,90.88,84.32,8,8/1/2019
"GREEN BEANS (BAGUIO BEANS), 1 KG",2019,August,60.17,53.42,8,8/1/2019
"SILING LABUYO (RED CHILI), 1 KG",2019,August,90.11,83.84,8,8/1/2019
"KOLITIS/URAY (AMARANTH), 1 KG",2019,August,50.05,42.39,8,8/1/2019
"TOGUE (BEAN SPROUTS), 1 KG",2019,August,25.1,22.34,8,8/1/2019
"PAKO (FIDDLEHEAD FERN), 1 KG",2019,August,60.15,52.99,8,8/1/2019
"MUSHROOM (OYSTER/FRESH), 1 KG",2019,August,150.15,138.42,8,8/1/2019
"TANGLAD (LEMON GRASS), 1 KG",2019,August,18.05,14.85,8,8/1/2019
"KUTSAY (CHIVES), 1 KG",2019,August,45.12,37.94,8,8/1/2019
"LABONG (BAMBOO SHOOT), 1 KG",2019,August,50.92,43.34,8,8/1/2019
"ARARU (ARROWROOT), 1 KG",2019,August,80.11,73.42,8,8/1/2019
"KAMOTE (SWEET POTATO), 1 KG",2019,August,50.05,41.93,8,8/1/2019
"GABI (TARO), 1 KG",2019,August,55.88,46.35,8,8/1/2019
"UBE (PURPLE YAM), 1 KG",2019,August,60.99,53.83,8,8/1/2019
"SINANDOMENG RICE, 1 KG",2019,August,44.21,43.81,8,8/1/2019
"DINORADO RICE, 1 KG",2019,August,47.05,46.99,8,8/1/2019
"JASMINE RICE, 1 KG",2019,August,47.27,48.58,8,8/1/2019
"MALAGKIT (STICKY RICE), 1 KG",2019,August,50.64,50.11,8,8/1/2019
"MILAGROSA RICE, 1 KG",2019,August,42.51,41.91,8,8/1/2019
"PINAWA (BROWN RICE), 1 KG",2019,August,59.2,58.18,8,8/1/2019
"PULANG BIGAS (RED RICE), 1 KG",2019,August,56.01,54.45,8,8/1/2019
"REPOLYO (CABBAGE), 1 KG",2020,August,69.5,74.92,8,8/1/2020
"KOLIFLOWER (CAULIFLOWER), 1 KG",2020,August,97.05,100.46,8,8/1/2020
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2020,August,30.38,31.52,8,8/1/2020
"ALUGBATI (MALABAR SPINACH), 1 KG",2020,August,54.14,55.62,8,8/1/2020
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2020,August,37.28,36.2,8,8/1/2020
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2020,August,32.35,32.82,8,8/1/2020
"GABI LEAVES (DAHON NG GABI), 1 KG",2020,August,76.62,75.57,8,8/1/2020
"KANGKONG (WATER SPINACH), 1 KG",2020,August,35.78,35.53,8,8/1/2020
"MALUNGGAY (MORINGA), 1 KG",2020,August,44.73,44.85,8,8/1/2020
"BOK CHOY (CHINESE CABBAGE), 1 KG",2020,August,52.69,62.33,8,8/1/2020
